,name,url,views,comments
0,Как в 13 лет заработать на 3D-моделировании,https://www.gb.ru/posts/how-make-3d-money,51690,-1
1,"Как совмещать работу, семью и обучение ИТ",https://www.gb.ru/posts/howmakeall,52629,6
2,"Закончить GeekSchool, чтобы помогать маме с бизнесом",https://www.gb.ru/posts/buisnesformom,53150,5
3,"Маркетолог Gucci, курьер, аналитик ― карьера нашего студента",https://www.gb.ru/posts/guccikurieranalytics,51693,3
4,Как выступления помогают профессиональному развитию,https://www.gb.ru/posts/publictalk,53964,1
5,Как нейросети помогут в работе руководителю проектов,https://www.gb.ru/posts/neurosetihelp,56172,3
6,Как создать и продать свой NFT,https://www.gb.ru/posts/createnft,69350,3
7,Как из маркетинга уйти в продакт-менеджеры,https://www.gb.ru/posts/neuperetsyavpotolok,651,0
8,Почему в каждой ИТ-вакансии требуется Docker ,https://www.gb.ru/posts/dockerwhowhat,60081,0
9,Как бросить нанотехнологии ради программирования роботов,https://www.gb.ru/posts/rakbrositnano,648,0
10,Как наш ученик полгода писал игру про космос,https://www.gb.ru/posts/kosmosgeme,58416,2
11,Наш ученик написал мультфильм про восстание арбузов,https://www.gb.ru/posts/multikidelaem,58221,0
12,Зачем бросать руководящую должность и снова писать код,https://www.gb.ru/posts/zachembrosat,708,0
13,Самоорганизация в команде ― миф или реальность,https://www.gb.ru/posts/samooganizatio,58434,0
14,Из стажеров в руководители: опыт студента GeekBrains ,https://www.gb.ru/posts/putotstazhera,58689,0
15,Как из полицейского стать универсальным ИТ-солдатом,https://www.gb.ru/posts/kakstatitsoldatom,61967,0
16,Как управлять айтишниками?,https://www.gb.ru/posts/gibkiemetodologii,57308,0
17,Зачем нужен менеджер в онлайн-образовании ,https://www.gb.ru/posts/onlaineducation,59205,0
18,Как за 2 года стать сеньором и в 4 раза увеличить зарплату,https://www.gb.ru/posts/kakstatseniorom,753,0
19,Как пересесть с коня на Backend,https://www.gb.ru/posts/horsesorbackend,526,0
20,Как начать продавать на маркетплейсах,https://www.gb.ru/posts/sellonmarket,61227,0
21,"Как стать тестировщиком, лежа на больничной койке",https://www.gb.ru/posts/kakstattestirovshikom,523,0
22,Как выработать привычку не тратить все заработанные деньги,https://www.gb.ru/posts/savemoney,68688,1
23,Как устроены компьютерные вирусы,https://www.gb.ru/posts/kaksdelanyvirusy,74504,0
24,Как получить предложение работать в Apple,https://www.gb.ru/posts/volodingsp,76342,1
25,Как стать миллионером в 14 лет и потерять все в 20,https://www.gb.ru/posts/popovtovk,77554,1
26,Куда инвестору деть первый миллион прибыли,https://www.gb.ru/posts/investor-invest,78959,1
27,Как от дизайна листовок перейти к проектам для космоса,https://www.gb.ru/posts/designforspace,558,0
28,Как 12-летняя выиграла у студентов олимпиаду по разработке,https://www.gb.ru/posts/kakshestiklassnicapobedyla,385,0
29,Как из парковщика стать программистом для АЭС,https://www.gb.ru/posts/programmingforatomic,376,0
30,Как за 10 минут обновить программу у миллионов пользователей,https://www.gb.ru/posts/how-update-from-millions,36769,1
31,"Как сделать стартап, который купит Яндекс",https://www.gb.ru/posts/startup-bye-yandex,28039,0
32,Как Apple своровала у Google и ничего ей за это не было ,https://www.gb.ru/posts/apple-versus-google,34319,0
33,«Первую работу я нашла уже на втором месяце обучения в GB» ,https://www.gb.ru/posts/kak-ya-stala-itishnikom,393,0
34,Итоги весеннего конкурса лучших проектов ,https://www.gb.ru/posts/itogi-kokursa-luchih-31-marta-2023,33254,0
35,Как математика предсказывает торнадо,https://www.gb.ru/posts/matematika-tornado,31715,2
36,Как мастеру по ресницам стать дизайнером,https://www.gb.ru/posts/master-disaina,32117,1
37,Как астрономия связана с программированием,https://www.gb.ru/posts/astronomiyaiprogrammirovanie,28342,0
38,Конкурс ИТ-проектов от GeekBrains,https://www.gb.ru/posts/new-conkurs,29229,0
39,Как устроен современный мир дизайна,https://www.gb.ru/posts/kak-stat-dizainerom,27131,2
40,Тенденции развития метавселенных ,https://www.gb.ru/posts/kuda-idut-metaversy,26473,0
41,Как обработать миллион заказов в день,https://www.gb.ru/posts/kak-ustroen-dm,30417,0
42,Как компьютеры учатся понимать человеческий язык,https://www.gb.ru/posts/kak-komputer-ponimaet,25045,0
43,Зачем выкатывать обновления каждый день,https://www.gb.ru/posts/zachem-vykatyvat,27226,0
44,Игра как тренажер предпринимательского мышления,https://www.gb.ru/posts/igra-kak-trenajer,21711,1
45,Что такое квантовые компьютеры,https://www.gb.ru/posts/kvantovyi-komp-ucheny,24662,2
46,Зачем нужен мета-риэлтор и мета-секьюрити ,https://www.gb.ru/posts/zachem-nuzhen-metarieltor,14997,0
47,Как санкции помогли создать свою систему распознавания лиц,https://www.gb.ru/posts/sankcii-pomogli,26419,3
48,Как компьютер помог предотвратить ядерную войну,https://www.gb.ru/posts/nuclear-war,25255,0
49,Более 5000 человек получат цифровую профессию в GeekBrains,https://www.gb.ru/posts/postupili-chifrovye-professii,16488,0
50,Как предсказать убеждения людей по подпискам в соцсетях,https://www.gb.ru/posts/kak-predskazat-ubezhdenia,20155,0
51,Как создать конкурента картам Google,https://www.gb.ru/posts/howmakeconcurencegoogle,22846,0
52,Как StarCraft стал основой для математического открытия,https://www.gb.ru/posts/igra-matematicheskoe-otkryrye,14467,0
53,От шутера в стиле 80-х до ПО для нефтегазовых месторождений,https://www.gb.ru/posts/itogi-konkursa-oktyabr,17333,2
54,Исследование: люди стали чаще учить ИТ и английский,https://www.gb.ru/posts/chashe-ucit-it,11030,0
55,Мы ждем вашу работу на конкурс лучших ИТ-проектов!,https://www.gb.ru/posts/zhdem-konkurs,6338,0
56,Куда мигрируют айтишники,https://www.gb.ru/posts/kuda-migriruyut-aitishniki,10626,10
57,Как получить предложение работать в Apple,https://www.gb.ru/posts/Kak-popast-v-apple,6809,0
58,Почему обучение должно быть жестким,https://www.gb.ru/posts/pochemu-ne-nado-zhalet,2798,0
59,Природные способности или упорство?,https://www.gb.ru/posts/priroda-ili-uporstvo,2313,0
60,"Сайт-билдер ― айтишник, который не пишет код",https://www.gb.ru/posts/Site-builder-nocode,15397,2
61,Что такое метанавыки и как их развивать?,https://www.gb.ru/posts/Metanavuki-uprazhnenie,14689,1
62,Блоки CSS: принципы верстки современных сайтов,https://www.gb.ru/posts/bloki-css,10122,0
63,Когда в Узбекистане будет 1 млн айтишников,https://www.gb.ru/posts/Uzbekistan-1mln-it,15176,0
64,Какие технологии изменят мир в следующие 10 лет,https://www.gb.ru/posts/tehnology-change-world,15603,0
65,Что такое бэклог,https://www.gb.ru/posts/chto-takoe-beklog,8775,0
66,Как научить ИИ ставить диагнозы пациентам,https://www.gb.ru/posts/kak-nauchit-ii-stavit-diagnoz,12642,2
67,Концепции маркетинга,https://www.gb.ru/posts/kontseptsii-marketinga,14677,0
68,Развитие логического мышления,https://www.gb.ru/posts/razvitie-logicheskogo-myshleniya,13483,0
69,Когда роботы заменят таксистов,https://www.gb.ru/posts/roboty-zamenyat-taksistov,13921,0
70,Как скрестить Agile и госуправление,https://www.gb.ru/posts/agile-versus-gosupravlenie,14384,0
71,Как защищать данные бионических чипов,https://www.gb.ru/posts/kak-zashichat-dannie,13077,0
72,Как управлять людьми при помощи математики и теории игр,https://www.gb.ru/posts/kak-upravlat-ludmi,13480,1
73,Как привлечь инвестиции в стартап и самому стать инвестором,https://www.gb.ru/posts/kak-privlech-investicii,13143,0
74,"Как студент придумал приложение, взорвавшее App Store  ",https://www.gb.ru/posts/student-pridumal-prilozhenie,29126,5
75,Как построить целесообразный мир с помощью блокчейна,https://www.gb.ru/posts/blokchain-build,15489,1
76,Почему выпускники школ идут учиться в GeekBrains вместо вуза,https://www.gb.ru/posts/issledovanie-kto-studenty,12309,0
77,Как преодолеть проклятье одного проекта,https://www.gb.ru/posts/kak-preodolet-prolyatie,12353,1
78,GeekBrains бесплатно обучит 50 тысяч безработных и инвалидов,https://www.gb.ru/posts/mincifry-obuchenie,14639,8
79,Иван Ургант на пути в ИТ,https://www.gb.ru/posts/put-v-it-s-urgantom,15089,10
80,История Мегаплана: как понять что стартап взлетит? ,https://www.gb.ru/posts/Istoriya-megaplana,16140,0
81,5 причин начать изучать математику прямо сейчас  ,https://www.gb.ru/posts/zachem-izuchat-matematiku,16617,1
82,Как отучить ребенка играть в компьютерные игры,https://www.gb.ru/posts/kak-otuchit-rebenka-igrat,18433,0
83,От зомби-шутера до сервиса для здоровья: итоги конкурса,https://www.gb.ru/posts/itogi-konkursa-proektov,35436,8
84,Организация работы в команде,https://www.gb.ru/posts/organizatsiya-raboty-v-komande,28785,0
85,Развитие креативности,https://www.gb.ru/posts/razvitie-kreativnosti,14892,4
86,Принципы тайм-менеджмента,https://www.gb.ru/posts/printsipy-tajm-menedzhmenta,16169,6
87,Стоит ли применять метод Agile,https://www.gb.ru/posts/metod-agile,9329,2
88,Что такое рефакторинг кода,https://www.gb.ru/posts/refaktoring-koda,9339,2
89,Облачные технологии,https://www.gb.ru/posts/oblachnye-tekhnologii,76653,2
90,Льготы для IT в 2022 году,https://www.gb.ru/posts/lgoty-dlya-it,15750,3
91,Аналитический склад ума,https://www.gb.ru/posts/analiticheskij-sklad-uma,56939,4
92,Зарплаты в IT,https://www.gb.ru/posts/zarplaty-v-it,31346,4
93,Известные программисты и разработчики,https://www.gb.ru/posts/izvestnyeprogrammisty,26126,2
94,"Советы для тех, кто осваивает Git",https://www.gb.ru/posts/soveti-pro-git,61607,120
95,"Что такое Web 3.0, за что его любят и критикуют",https://www.gb.ru/posts/veb-3-0-internet-budushego,14408,0
96,Метанавыки: компетенции для успешного будущего,https://www.gb.ru/posts/metanaviki,14835,0
97,Как создать NFT,https://www.gb.ru/posts/kak-sozdat-nft,94903,7
98,Создание сайта на Битрикс: плюсы и минусы,https://www.gb.ru/posts/sozdanie-sajta-na-bitrix,13507,0
99,Создание сайта на WordPress: основные этапы и настройки,https://www.gb.ru/posts/sozdanie-sajta-na-wordpress,15036,1
100,Что такое нейронные сети и зачем они нужны,https://www.gb.ru/posts/chto-takoe-neiroseti-izachem-oni-nuzhni,10519,3
101,Конкурс: присылайте свои IT-проекты и выигрывайте призы,https://www.gb.ru/posts/konkurs-ot-geekbrains,8795,0
102,Просто и понятно о блокчейн-технологиях,https://www.gb.ru/posts/chto-takoe-blockchain,13670,5
103,"Анализ данных в Еxcel: активация функций, возможности ПО",https://www.gb.ru/posts/analiz-dannykh-excel,12321,0
104,"Специалист по рекламе: обязанности, качестве и обучение",https://www.gb.ru/posts/spetsialist-po-reklame,50094,0
105,Метавселенные: хайп или наше будущее?,https://www.gb.ru/posts/metaverse-hype-or-future,11334,0
106,Фильмы для дизайнеров: 24 картины,https://www.gb.ru/posts/filmy-dlya-dizajnerov,7065,0
107,Как правильно заключить договор с клиентом,https://www.gb.ru/posts/dogovor-s-klientom,12303,0
108,Технологии виртуальной реальности,https://www.gb.ru/posts/tehnologii-virtualnoj-realnosti,47080,0
109,Российские сервисы email-рассылок без потери качества,https://www.gb.ru/posts/rossijskie-servisy,4779,0
110,Игры на движке Unreal Engine: причины популярности,https://www.gb.ru/posts/igry-na-dvizhke-unreal-engine,6543,0
111,Зарплата дизайнера в 2022 году,https://www.gb.ru/posts/zarplata-disajnera,34304,0
112,"4 вредных совета для тех, кто изучает новую профессию",https://www.gb.ru/posts/vrednie-soveti-po-obucheniyu,12152,15
113,Всемирная паутина WWW: что это и как устроено,https://www.gb.ru/posts/vsemirnaya-pautina-www,47098,0
114,Российские аналоги приложений для продуктивной работы,https://www.gb.ru/posts/rossijskie-analogi-prilozhenij,3480,0
115,Трехмерная графика: технологии будущего на службе настоящего,https://www.gb.ru/posts/trehmernaya-grafika,11214,0
116,Спам-рассылки: стоит ли организовывать и что нужно,https://www.gb.ru/posts/spam-rassylki,7988,0
117,Развитие интернет-образования: причины и перспективы,https://www.gb.ru/posts/razvitie-internet-obrazovaniya,7540,0
118,Строим успешную карьеру: универсальная секретная стратегия,https://www.gb.ru/posts/mihail-leviev-vkladivatsya-dlya-sebya,3629,1
119,StandUP «Путь в IT» с Павлом Волей,https://www.gb.ru/posts/put_v_it_pavel_volya,14957,1
120,"Стажировка ― это возможность понять, нужно ли вам всё это",https://www.gb.ru/posts/anton-chlenov,289,0
121,«Только продажи могут подтвердить ценность продукта»,https://www.gb.ru/posts/kirill-kuznetsov,206,0
122,Алиса Богданова стала юбилейным пользователем GeekBrains,https://www.gb.ru/posts/yubileini-polzovatel-bogdanova,2906,0
123,Новое исследование GeekBrains,https://www.gb.ru/posts/bolshe-polovini-rossiyan-vibraly-uluchshenie-zhilichshnih-uslovii,4130,0
124,Стоит ли быть лидером в офисе?,https://www.gb.ru/posts/bit-liderom,4772,0
125,"«Думал, не буду ждать разработчика и сделаю всё сам»",https://www.gb.ru/posts/mihail-selutin,158,0
126,«Я очень соскучилась по обучению в GeekBrains»,https://www.gb.ru/posts/soskuchilas-po-obucheniyu,141,0
127,Язык программирования Delphi: особенности и перспективы,https://www.gb.ru/posts/delphi,18235,5
128,Язык программирования Ардуино: что собой представляет,https://www.gb.ru/posts/arduino,18265,0
129,Как и зачем учиться быстро печатать,https://www.gb.ru/posts/slepaya-pechat,18622,15
130,Что такое Unity Web Player,https://www.gb.ru/posts/unity-web-player,15010,0
131,Развитие умений и навыков:что мешает и как осуществить,https://www.gb.ru/posts/razvitie-umenij-i-navykov,16683,1
132,Где работать из дома и не ходить в ненавистный офис,https://www.gb.ru/posts/gde-rabotat-iz-doma,58978,0
133,Профессии с хорошей зарплатой: на кого лучше учиться,https://www.gb.ru/posts/professii-s-horoshej-zarplatoj,86595,0
134,Профессиональная переподготовка,https://www.gb.ru/posts/professionalnaya-perepodgotovka,43904,0
135,10 отличных программ для email-рассылки,https://www.gb.ru/posts/programmy-dlya-email-rassylki,18973,1
136,«На стажировке время летит быстро»,https://www.gb.ru/posts/na-stazhirovke-vremya-letit-bystro,20115,0
137,Направления развития современного образования,https://www.gb.ru/posts/sovremennoe-obrazovanie,61788,0
138,Приложения для создания игр: конструкторы и спец. программы,https://www.gb.ru/posts/prilozheniya-dlya-sozdaniya-igr,30980,1
139,В чем суть Майнкрафта: свобода творчества и развитие,https://www.gb.ru/posts/sut-mainkrafta,67485,0
140,«У меня простой совет — нужно быть целеустремлённым»,https://www.gb.ru/posts/u-menya-prostoj-sovet-nuzhno-byt-celeustremlyonnym,20082,0
141,Что такое типографика: 12 простых правил,https://www.gb.ru/posts/chto-takoe-tipografika,21002,0
142,Что такое парсер и нюансы его использования,https://www.gb.ru/posts/chto-takoe-parser,9145,0
143,Работа из дома: как оставаться эффективным,https://www.gb.ru/posts/rabota-iz-dom,2001,0
144,"Компьютерная анимация: правила, виды, требования",https://www.gb.ru/posts/komputernaya-animatsiya,18512,2
145,Как подростки зарабатывают деньги в интернете,https://www.gb.ru/posts/kak-podrostki-zarabatyvayut-v-internete,53120,0
146,Язык программирования Fortran,https://www.gb.ru/posts/fortran,15379,0
147,Как зарегистрировать домен: пошаговая инструкция,https://www.gb.ru/posts/kak-zaregistrirovat-domen,22828,0
148,Усвоение информации: лучшие приемы и методы,https://www.gb.ru/posts/usvoenie-informatsii,21601,6
149,Язык программирования Lisp: в чем его уникальность,https://www.gb.ru/posts/lisp,9164,1
150,Язык Haskell: особенности и сферы применения,https://www.gb.ru/posts/haskell,8031,0
151,Функциональное программирование,https://www.gb.ru/posts/funktsionalnoe-programmirovanie,29580,0
152,Системы классификации информации: виды и признаки отбора,https://www.gb.ru/posts/sistemy-klassifikatsii-informatsii,16329,0
153,Как мотивировать сотрудников учиться,https://www.gb.ru/posts/kak-motivirovat-sotrudnikov-uchitsya,6184,0
154,Императивное программирование,https://www.gb.ru/posts/imperativnoe-programmirovanie,12911,0
155,Android- или iOS-разработка: что выбрать,https://www.gb.ru/posts/android-ili-ios-razrabotka-chto-vybrat,11245,2
156,Язык программирования Basic,https://www.gb.ru/posts/basik,24160,1
157, Как проводить брейнштормы на удалёнке,https://www.gb.ru/posts/kak-provodit-brejnshtormy-na-udalyonke,7399,0
158,Бизнес-идеи для начинающих,https://www.gb.ru/posts/biznes-idei-dlya-nachinayuschikh,8333,0
159,Зерокодинг: как создавать IT-продукты без программирования,https://www.gb.ru/posts/zerokoding-kak-sozdavat-it-produkty-bez-programmirovaniya,14279,3
160,Только цифры: кому в IT больше платят ,https://www.gb.ru/posts/tolko-cifry-komu-v-it-bolshe-platyat,14509,3
161,"«Обучение – не короткий забег, а марафон»",https://www.gb.ru/posts/obuchenie-ne-korotkij-zabeg-a-marafon,21105,0
162,Как попасть в разработку из тестирования ,https://www.gb.ru/posts/kak-popast-v-razrabotku-iz-testirovaniya,6244,2
163," «Не знаю, откуда взялась эта смелость»",https://www.gb.ru/posts/ne-znayu-otkuda-vzyalas-ehta-smelost,22885,0
164,4 браузерных игры с необычной механикой ,https://www.gb.ru/posts/4-brauzernyh-igry-s-neobychnoj-mekhanikoj,5676,0
165,Что нужно знать о мотивации,https://www.gb.ru/posts/chto-nuzhno-znat-o-motivacii,8766,4
166,«Мне нравится сам процесс стажировок»,https://www.gb.ru/posts/mne-nravitsya-sam-process-stazhirovok,22720,0
167, Что мешает нам строить карьеру,https://www.gb.ru/posts/chto-meshaet-nam-stroit-kareru,5522,1
168,"Джуны, мидлы и сеньоры: в чём разница",https://www.gb.ru/posts/dzhuny-midly-i-senory-v-chyom-raznica,19231,0
169,«Самое сложное — создать единую команду»,https://www.gb.ru/posts/samoe-slozhnoe-sozdat-edinuyu-komandu,4646,7
170,Как  энтузиазм может помешать работе,https://www.gb.ru/posts/kak-ehntuziazm-mozhet-pomeshat-rabote,5632,7
171,Бесплатное тестовое задание: за и против,https://www.gb.ru/posts/besplatnoe-testovoe-zadanie-za-i-protiv,6891,0
172,Как стать разработчиком игр?,https://www.gb.ru/posts/kak-stat-razrabotchikom-igr,14665,0
173, Популярные IT-термины простыми словами,https://www.gb.ru/posts/populyarnye-it-terminy-prostymi-slovami,21795,0
174, Как стать экспертом GeekBrains,https://www.gb.ru/posts/kak-stat-ehkspertom-geekbrains,4008,0
175,3D-моделирование: старт для начинающих,https://www.gb.ru/posts/3d-modelirovanie-start-dlya-nachinayushchih,139261,0
176, Техническое собеседование: что спрашивают и как подготовить,https://www.gb.ru/posts/tekhnicheskoe-sobesedovanie-chto-sprashivayut-i-kak-podgotovitsya,12460,0
177,«На новый факультет меня перевели за неделю»,https://www.gb.ru/posts/na-novyj-fakultet-menya-pereveli-za-nedelyu,5276,3
178,Как структурировать рабочие задачи,https://www.gb.ru/posts/kak-strukturirovat-rabochie-zadachi,13253,8
179,"«Горжусь, что не побоялась взяться за эту проблему» ",https://www.gb.ru/posts/gorzhus-chto-ne-poboyalas-vzyatsya-za-ehtu-problemu,27921,0
180,Где разработчику искать вакансии,https://www.gb.ru/posts/gde-razrabotchiku-iskat-vakansii,9992,2
181,5 шагов к работе в зарубежной компании мечты,https://www.gb.ru/posts/5-shagov-k-rabote-v-zarubezhnoj-kompanii-mechty,4907,0
182,"13 IT-подкастов, которые мы полюбили в 2021 году",https://www.gb.ru/posts/13-it-podkastov-kotorye-my-polyubili-v-2021-godu,9145,2
183,Как начать вторую карьеру,https://www.gb.ru/posts/kak-nachat-vtoruyu-kareru,5119,0
184,«И зачем тебе это всё?» — ответ на вопрос про смену работы,https://www.gb.ru/posts/i-zachem-tebe-ehto-vsyo-otvet-na-vopros-pro-smenu-raboty,5960,1
185,Тестирование в Android. Часть 2: unit-тесты,https://www.gb.ru/posts/testirovanie-v-android-chast-2-unit-testy,9097,0
186,10 вопросов для рестарта карьеры,https://www.gb.ru/posts/10-voprosov-dlya-restarta-karery,4675,0
187,«Все курсы оказались гиперполезными»,https://www.gb.ru/posts/vse-kursy-okazalis-giperpoleznymi,19166,0
188,Тестирование в Android. Часть 1: введение ,https://www.gb.ru/posts/testirovanie-v-android-chast-1-vvedenie,13449,0
189,Что было на второй встрече цифровых мастеров,https://www.gb.ru/posts/kak-proshla-vtoraya-vstrecha-cifrovuh-masterov,3127,1
190,Как сменить профессию и не разориться,https://www.gb.ru/posts/kak-smenit-professiyu-i-ne-razoritsya,3687,1
191,"Пугающая мимика робота, итоги года от Google ",https://www.gb.ru/posts/digest-10-december,3310,2
192,Карьера без вреда для психики,https://www.gb.ru/posts/karera-bez-vreda-dlya-psihiki,3984,0
193,Контент-стратегии и их авторы. Что делают SMM-специалисты,https://www.gb.ru/posts/kontent-strategii-i-ih-avtory-chto-delayut-smm-specialisty,12336,3
194,Смена профессии после 30: что вас ждёт,https://www.gb.ru/posts/smena-professii-posle-30-chto-vas-zhdyot,7144,0
195,"Банкротство SpaceX, Геймера забанили на 8000 лет ",https://www.gb.ru/posts/digest-3-december,2874,0
196, Делаем приложение на Android доступным для всех,https://www.gb.ru/posts/delaem-prilozhenie-na-android-dostupnym-dlya-vsekh,5697,3
197,"Тестировщик: кто такой, чем занимается и как им стать",https://www.gb.ru/posts/testirovshchik-kto-takoj-chem-zanimaetsya-i-kak-im-stat,4925,1
198,"Как понять, что надо менять профессию, а не работу",https://www.gb.ru/posts/kak-ponyat-chto-nado-menyat-professiyu-a-ne-rabotu,9025,4
199, Что выбрать: Coroutines или RxJava?,https://www.gb.ru/posts/chto-vybrat-coroutines-ili-rxjava,8907,0
200, «Выход из зоны комфорта — это точка вашего роста»,https://www.gb.ru/posts/vyhod-iz-zony-komforta-ehto-tochka-vashego-rosta,19267,0
201," «Я решил делать в жизни не то, что надо, а то, что хочется»",https://www.gb.ru/posts/ya-reshil-delat-v-zhizni-ne-to-chto-nado-a-to-chto-hochetsya,20603,0
202,"Летающая тарелка-такси, Землю спасут от астероида",https://www.gb.ru/posts/digest-26-november,2394,0
203,Как прошел первый HR-хакатон в GeekBrains,https://www.gb.ru/posts/kak-proshel-pervyj-hr-hakaton-v-geekbrains,6265,0
204,Что такое леттеринг: уникальный дизайн букв и слов,https://www.gb.ru/posts/chto-takoe-lettering-unikalnyj-dizajn-bukv-i-slov,12017,2
205,"7 советов, как помочь ребёнку стать крутым разработчиком",https://www.gb.ru/posts/7-sovetov-kak-pomoch-rebyonku-stat-krutym-razrabotchikom,28274,1
206,Flow: асинхронный «поток» в Kotlin,https://www.gb.ru/posts/flow-asinhronnyj-potok-v-kotlin,14391,0
207,«Из программиста в министры»: серия 2,https://www.gb.ru/posts/iz-programmista-v-ministry-2,2896,2
208,"Шлем для чтения мыслей, Земля — новый Сатурн",https://www.gb.ru/posts/digest-19-november,2234,0
209,Android: парсим JSON правильно,https://www.gb.ru/posts/android-parsim-json-pravilno,12761,0
210,«Учёба повышает самооценку ребёнка»,https://www.gb.ru/posts/uchyoba-povyshaet-samoocenku-rebyonka,19099,0
211,Как сложилась карьера выпускника GeekBrains год спустя ,https://www.gb.ru/posts/kak-slozhilas-karyera-vipusknika-geekbrains-god-spustya,5933,1
212,Как спланировать дачный участок,https://www.gb.ru/posts/kak-splanirovat-dachnyj-uchastok,19312,0
213,"YouTube без дизлайков, прививочный робот",https://www.gb.ru/posts/digest-12-november,2312,1
214,«Сначала я просто хотел стать разработчиком»,https://www.gb.ru/posts/snachala-ya-prosto-hotel-stat-razrabotchikom,23628,0
215,5 главных причин поступить на программу «Разработчик»,https://www.gb.ru/posts/5-glavnyh-prichin-postupit-na-programmu-razrabotchik,4065,0
216,"«Дома появился компьютер, и других вариантов не осталось»",https://www.gb.ru/posts/doma-poyavilsya-computer-i-drugih-variantov-ne-ostalos,26397,3
217,Эксперименты с новыми API Android 12: Render Effect,https://www.gb.ru/posts/ehksperimenty-s-novymi-api-android-12-render-effect,3521,0
218,«IT — для увлечённых людей»,https://www.gb.ru/posts/it-dlya-uvlechyonnyh-lyudej,28888,0
219,5 актуальных стилей дизайна интерьера,https://www.gb.ru/posts/5-aktualnyh-stilej-dizajna-interera,10978,5
220,Как в 2021 году не ошибиться с выбором специальности,https://www.gb.ru/posts/kak-v-2021-godu-ne-oshibitsya-s-vyborom-specialnosti,4947,0
221,"Город без машин, у GTA VI проблемы",https://www.gb.ru/posts/digest-5-november,2052,0
222,"«Сайты делают такие люди, как я»",https://www.gb.ru/posts/sajty-delayut-takie-lyudi-kak-ya,24272,0
223,7 мифов об IT,https://www.gb.ru/posts/7-mifov-ob-it,8209,4
224,"«IT — это перспективно, и самое главное, — интересно»",https://www.gb.ru/posts/it-ehto-perspektivno-i-samoe-glavnoe-interesno,30879,3
225,"«Когда становится интересно, у тебя получается»",https://www.gb.ru/posts/kogda-stanovitsya-interesno-u-tebya-poluchaetsya,26979,0
226,«Поставил себе задачу выйти на новую работу до конца курса»,https://www.gb.ru/posts/postavil-sebe-zadachu-viyty-na-novyu-rabotu-do-kontsa-kursa,24274,0
227,«Удовольствие от знаний — это самое большое наслаждение»,https://www.gb.ru/posts/udovolstvie-ot-znanij-ehto-samoe-bolshoe-naslazhdenie,20092,0
228,"Доставка дронами в России, мемы полезны для здоровья",https://www.gb.ru/posts/digest-29-october,2965,3
229,«Стажировка — мой первый опыт грамотной организации бизнеса»,https://www.gb.ru/posts/stazhirovka-moj-pervyj-opyt-gramotnoj-organizacii-biznesa,20608,0
230,Более половины россиян готовы сменить профессию,https://www.gb.ru/posts/bolee-polovini-rossiyan-gotovy-smenit-professiu,4096,0
231,Как наш мозг запоминает новое,https://www.gb.ru/posts/kak-nash-mozg-zapominaet-novoe,9928,1
232,10 мифов об онлайн-курсах по программированию для детей,https://www.gb.ru/posts/10-mifov-ob-onlajn-kursah-po-programmirovaniyu-dlya-detej,25504,0
233,«Я пришла на обучение с вопросом — куда двигаться дальше?»,https://www.gb.ru/posts/ya-prishla-na-obuchenie-s-voprosom-kuda-dvigatsya-dalshe,17370,1
234,Как прошла первая встреча цифровых мастеров,https://www.gb.ru/posts/kak-proshla-pervaya-vstrecha-cifrovuh-masterov,2302,1
235,Востребованность цифровых профессий в регионах России,https://www.gb.ru/posts/vostrebonavannost-cifrovyh-professii-v-regionah-rosiii,4059,0
236,"Facebook сменит название, запрет Samsung",https://www.gb.ru/posts/digest-22-october,2958,1
237,Изучаем LiveData в Android: postValue или setValue?,https://www.gb.ru/posts/izuchaem-livedata-v-android-postvalue-ili-setvalue,9026,0
238,Что такое soft skills и зачем они нужны,https://www.gb.ru/posts/chto-takoe-soft-skills-i-zachem-oni-nuzhny,3364,0
239,"4 проблемы, с которыми столкнётся начинающий руководитель",https://www.gb.ru/posts/4-problemy-s-kotorymi-stolknyotsya-nachinayushchij-rukovoditel,4337,0
240,10 простых программ для дизайна интерьера,https://www.gb.ru/posts/10-prostyh-programm-dlya-dizajna-interera,259614,0
241,"Курс, приложение, оффер. Опыт студентов GeekBrains",https://www.gb.ru/posts/kurs-prilozhenie-offer-opyt-studentov-geekbrains,4434,2
242,Эксперименты с новыми API Android 12,https://www.gb.ru/posts/ehksperimenty-s-novymi-api-android-12,4620,0
243,"Адаптивная верстка: задачи, преимущества и виды",https://www.gb.ru/posts/adaptivnaya-verstka,34072,1
244,"Робот-снайпер, пиво от Илона Маска",https://www.gb.ru/posts/digest-15-october,3689,0
245,Знания на практике: как студенты GeekBrains получают опыт ,https://www.gb.ru/posts/znaniya-na-praktike-kak-studenty-geekbrains-poluchayut-opyt,10805,3
246,5 современных прибыльных профессий,https://www.gb.ru/posts/5-sovremennyh-pribylnih-professii,7287,3
247,«Из программиста в министры»: серия 1,https://www.gb.ru/posts/iz-programmista-v-ministry-1,3295,0
248,Активы Mail.ru Group стали единой экосистемой под брендом VK,https://www.gb.ru/posts/MRG-stali-ecosistemoy-pod-brendom-VK,3783,11
249,"Чип спас от депрессии, старт The International ",https://www.gb.ru/posts/digest-12-october,3531,0
250, Где айтишникам в России хорошо: исследование GeekBrains,https://www.gb.ru/posts/gde-ajtishnikam-v-rossii-horosho-issledovanie-it-vakansij-v-regionah,31126,2
